sender,sender_type,sender_id,timestamp,meta,,ITI_value,choice,consent,diff_net_value,duration,ended_on,gain_color,left,left_side,loss_color,not_choice,picture_left,picture_right,points,points1Block,points2Block,points3Block,points4Block,points5Block,points6Block,pointsBlock,responded,response,response_action,right,right_side,switch_sides,time_commit,time_end,time_render,time_run,time_show,time_switch,totalPoints,totalPoints_practice,url
trial,flow.Sequence,0_5_0,2022-07-15T22:04:20.256Z,,,,,,9,5994.6170000000275,completion,,,0.485,,,,,,,,,,,,,,,,,0.53,false,354467.89999999106,354464.036,348462.553,348467.39999999106,348469.419,354480.08,,,
fixation,canvas.Screen,0_5_1_0,2022-07-15T22:04:20.752Z,,,,,,12,499.50299999996787,timeout,,,0.53,,,,,,,,,,,,,,,,,0.47,false,354964.5,354962.974,354464.036,354468.09999999404,354480.08,354979.583,,,
stimulus,canvas.Screen,0_5_1_1,2022-07-15T22:04:21.939Z,,,,,,12,1170.2169999970356,response,,0.53,0.53,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.53blue1yellowb%3D1w%3D100v%3D54.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.47blue1yellowb%3D1w%3D100v%3D54.png,,,,,,,,,true,f,keypress(f),0.47,0.47,false,356151.59999999404,356149.799999997,354962.974,354964.700000003,354979.583,356161.728,,,
choice,canvas.Screen,0_5_1_2,2022-07-15T22:04:23.945Z,,,,0.53,,12,1998.0299999999697,timeout,,,0.53,,0.47,,,-6,,,,,,,-6,,,,,0.47,false,358157.09999999404,358143.092,356147.032,356155.299999997,356161.728,358159.758,,94,
timeout,canvas.Screen,0_5_1_3,2022-07-15T22:04:23.949Z,,,,,,12,NaN,skipped,,,0.53,,,,,,,,,,,,,,,,,0.47,false,358160.799999997,358143.092,,358160.39999999106,,358159.758,,,
ITI,canvas.Screen,0_5_1_4,2022-07-15T22:04:24.432Z,,,,,,12,499.53000000002794,timeout,,,0.53,,,,,,,,,,,,,,,,,0.47,false,358644,358643.212,358143.092,358161.09999999404,358159.758,358659.288,,,
trial,flow.Sequence,0_5_1,2022-07-15T22:04:24.432Z,,,,,,12,4163.131999999983,completion,,,0.53,,,,,,,,,,,,,,,,,0.47,false,358644.299999997,358643.212,354464.036,354468,354480.08,358659.288,,,
fixation,canvas.Screen,0_5_2_0,2022-07-15T22:04:24.931Z,,,,,,6,499.4980000000214,timeout,,,0.515,,,,,,,,,,,,,,,,,0.485,true,359143.5,359142.718,358643.212,358644.39999999106,358659.288,359158.786,,,
stimulus,canvas.Screen,0_5_2_1,2022-07-15T22:04:26.150Z,,,,,,6,1201.7139999999781,response,,0.485,0.515,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.485blue1yellowb%3D1w%3D100v%3D36.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.515blue1yellowb%3D1w%3D100v%3D36.png,,,,,,,,,true,f,keypress(f),0.515,0.485,true,360361.89999999106,360360.5,359142.718,359143.59999999404,359158.786,360374.686,,,
choice,canvas.Screen,0_5_2_2,2022-07-15T22:04:28.144Z,,,,0.485,,6,1997.9980000000214,timeout,,,0.515,,0.515,,,3,,,,,,,-3,,,,,0.485,true,362356.299999997,362355.564,360353.079,360366.39999999106,360374.686,362372.684,,97,
timeout,canvas.Screen,0_5_2_3,2022-07-15T22:04:28.146Z,,,,,,6,NaN,skipped,,,0.515,,,,,,,,,,,,,,,,,0.485,true,362357.89999999106,362355.564,,362357.700000003,,362372.684,,,
ITI,canvas.Screen,0_5_2_4,2022-07-15T22:04:28.644Z,,,,,,6,498.99099999998,timeout,,,0.515,,,,,,,,,,,,,,,,,0.485,true,362856.299999997,362855.571,362355.564,362358.09999999404,362372.684,362871.675,,,
trial,flow.Sequence,0_5_2,2022-07-15T22:04:28.644Z,,,,,,6,4196.282999999996,completion,,,0.515,,,,,,,,,,,,,,,,,0.485,true,362856.5,362855.571,358643.212,358644.299999997,358659.288,362871.675,,,
fixation,canvas.Screen,0_5_3_0,2022-07-15T22:04:29.144Z,,,,,,18,499.58500000002095,timeout,,,0.545,,,,,,,,,,,,,,,,,0.455,true,363355.89999999106,363355.18,362855.571,362856.799999997,362871.675,363371.26,,,
stimulus,canvas.Screen,0_5_3_1,2022-07-15T22:04:30.096Z,,,,,,18,935.8399999940302,response,,0.455,0.545,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.455blue1yellowb%3D1w%3D100v%3D67.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.545blue1yellowb%3D1w%3D100v%3D67.png,,,,,,,,,true,j,keypress(j),0.545,0.455,true,364308.39999999106,364307.09999999404,363355.18,363356.09999999404,363371.26,364353.6,,,
choice,canvas.Screen,0_5_3_2,2022-07-15T22:04:32.129Z,,,,0.545,,18,1997.9890000000014,timeout,,,0.545,,0.455,,,-9,,,,,,,-12,,,,,0.455,true,366341.09999999404,366335.008,364304.223,364312.59999999404,364353.6,366351.589,,88,
timeout,canvas.Screen,0_5_3_3,2022-07-15T22:04:32.131Z,,,,,,18,NaN,skipped,,,0.545,,,,,,,,,,,,,,,,,0.455,true,366342.799999997,366335.008,,366342.5,,366351.589,,,
ITI,canvas.Screen,0_5_3_4,2022-07-15T22:04:32.624Z,,,,,,18,499.45200000004843,timeout,,,0.545,,,,,,,,,,,,,,,,,0.455,true,366835.799999997,366834.986,366335.008,366342.89999999106,366351.589,366851.041,,,
trial,flow.Sequence,0_5_3,2022-07-15T22:04:32.624Z,,,,,,18,3963.310999999987,completion,,,0.545,,,,,,,,,,,,,,,,,0.455,true,366836.09999999404,366834.986,362855.571,362856.700000003,362871.675,366851.041,,,
fixation,canvas.Screen,0_5_4_0,2022-07-15T22:04:33.124Z,,,,,,6,499.5699999999488,timeout,,,0.545,,,,,,,,,,,,,,,,,0.515,true,367336.09999999404,367334.466,366834.986,366836.299999997,366851.041,367350.611,,,
stimulus,canvas.Screen,0_5_4_1,2022-07-15T22:04:35.006Z,,,,,,6,1862.8890000000247,response,,0.515,0.545,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.515blue1yellowb%3D1w%3D100v%3D73.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.545blue1yellowb%3D1w%3D100v%3D73.png,,,,,,,,,true,f,keypress(f),0.545,0.515,true,369218.200000003,369213.5,367334.466,367336.299999997,367350.611,369232.071,,,
choice,canvas.Screen,0_5_4_2,2022-07-15T22:04:37.010Z,,,,0.515,,6,1998.015000000014,timeout,,,0.545,,0.545,,,-3,,,,,,,-15,,,,,0.515,true,371221.89999999106,371213.43,369207.628,369222.200000003,369232.071,371230.086,,85,
timeout,canvas.Screen,0_5_4_3,2022-07-15T22:04:37.012Z,,,,,,6,NaN,skipped,,,0.545,,,,,,,,,,,,,,,,,0.515,true,371224,371213.43,,371223.700000003,,371230.086,,,
ITI,canvas.Screen,0_5_4_4,2022-07-15T22:04:37.502Z,,,,,,6,499.5200000000186,timeout,,,0.545,,,,,,,,,,,,,,,,,0.515,true,371714.299999997,371713.543,371213.43,371224.09999999404,371230.086,371729.606,,,
trial,flow.Sequence,0_5_4,2022-07-15T22:04:37.502Z,,,,,,6,4862.501999999979,completion,,,0.545,,,,,,,,,,,,,,,,,0.515,true,371714.5,371713.543,366834.986,366836.200000003,366851.041,371729.606,,,
fixation,canvas.Screen,0_5_5_0,2022-07-15T22:04:38.002Z,,,,,,6,499.42299999995157,timeout,,,0.485,,,,,,,,,,,,,,,,,0.455,true,372213.799999997,372212.997,371713.543,371714.700000003,371729.606,372229.029,,,
stimulus,canvas.Screen,0_5_5_1,2022-07-15T22:04:39.694Z,,,,,,6,1674.6710000029998,response,,0.455,0.485,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.455blue1yellowb%3D1w%3D100v%3D36.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.485blue1yellowb%3D1w%3D100v%3D36.png,,,,,,,,,true,f,keypress(f),0.485,0.455,true,373905.700000003,373903.700000003,372212.997,372213.89999999106,372229.029,373944.066,,,
choice,canvas.Screen,0_5_5_2,2022-07-15T22:04:41.715Z,,,,0.455,,6,1998.0069999999832,timeout,,,0.485,,0.485,,,9,,,,,,,-6,,,,,0.455,true,375926.799999997,375925.99,373896.031,373910.200000003,373944.066,375942.073,,94,
timeout,canvas.Screen,0_5_5_3,2022-07-15T22:04:41.716Z,,,,,,6,NaN,skipped,,,0.485,,,,,,,,,,,,,,,,,0.455,true,375928.59999999404,375925.99,,375928.299999997,,375942.073,,,
ITI,canvas.Screen,0_5_5_4,2022-07-15T22:04:42.214Z,,,,,,6,499.64400000002934,timeout,,,0.485,,,,,,,,,,,,,,,,,0.455,true,376426.200000003,376425.405,375925.99,375928.799999997,375942.073,376441.717,,,
trial,flow.Sequence,0_5_5,2022-07-15T22:04:42.214Z,,,,,,6,4695.798999999999,completion,,,0.485,,,,,,,,,,,,,,,,,0.455,true,376426.5,376425.405,371713.543,371714.59999999404,371729.606,376441.717,,,
fixation,canvas.Screen,0_5_6_0,2022-07-15T22:04:42.714Z,,,,,,9,499.3289999999688,timeout,,,0.485,,,,,,,,,,,,,,,,,0.53,false,376925.799999997,376925.014,376425.405,376426.700000003,376441.717,376941.046,,,
stimulus,canvas.Screen,0_5_6_1,2022-07-15T22:04:43.890Z,,,,,,9,1159.7539999970468,response,,0.485,0.485,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.485blue1yellowb%3D1w%3D100v%3D100.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.53blue1yellowb%3D1w%3D100v%3D100.png,,,,,,,,,true,j,keypress(j),0.53,0.53,false,378102.09999999404,378100.799999997,376925.014,376925.799999997,376941.046,378123.23,,,
choice,canvas.Screen,0_5_6_2,2022-07-15T22:04:45.894Z,,,,0.53,,9,1998.0160000000033,timeout,,,0.485,,0.485,,,-6,,,,,,,-12,,,,,0.53,false,380106,380105.208,378101.819,378106.39999999106,378123.23,380121.246,,88,
timeout,canvas.Screen,0_5_6_3,2022-07-15T22:04:45.895Z,,,,,,9,NaN,skipped,,,0.485,,,,,,,,,,,,,,,,,0.53,false,380107.59999999404,380105.208,,380107.299999997,,380121.246,,,
ITI,canvas.Screen,0_5_6_4,2022-07-15T22:04:46.393Z,,,,,,9,499.50700000004144,timeout,,,0.485,,,,,,,,,,,,,,,,,0.53,false,380605.5,380604.695,380105.208,380107.799999997,380121.246,380620.753,,,
trial,flow.Sequence,0_5_6,2022-07-15T22:04:46.394Z,,,,,,9,4162.978000000003,completion,,,0.485,,,,,,,,,,,,,,,,,0.53,false,380605.799999997,380604.695,376425.405,376426.59999999404,376441.717,380620.753,,,
fixation,canvas.Screen,0_5_7_0,2022-07-15T22:04:46.892Z,,,,,,6,499.5,timeout,,,0.485,,,,,,,,,,,,,,,,,0.455,false,381104.39999999106,381103.652,380604.695,380605.89999999106,380620.753,381120.253,,,
stimulus,canvas.Screen,0_5_7_1,2022-07-15T22:04:48.320Z,,,,,,6,1407.5469999969937,response,,0.485,0.485,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.485blue1yellowb%3D1w%3D100v%3D35.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.455blue1yellowb%3D1w%3D100v%3D35.png,,,,,,,,,true,f,keypress(f),0.455,0.455,false,382531.799999997,382527.799999997,381103.652,381104.59999999404,381120.253,382552.178,,,
choice,canvas.Screen,0_5_7_2,2022-07-15T22:04:50.323Z,,,,0.485,,6,1998.0160000000033,timeout,,,0.485,,0.455,,,3,,,,,,,-9,,,,,0.455,false,384534.89999999106,384534.128,382520.33,382535.299999997,382552.178,384550.194,,91,
timeout,canvas.Screen,0_5_7_3,2022-07-15T22:04:50.325Z,,,,,,6,NaN,skipped,,,0.485,,,,,,,,,,,,,,,,,0.455,false,384537.09999999404,384534.128,,384536.700000003,,384550.194,,,
ITI,canvas.Screen,0_5_7_4,2022-07-15T22:04:50.822Z,,,,,,6,499.48099999997066,timeout,,,0.485,,,,,,,,,,,,,,,,,0.455,false,385034.39999999106,385033.658,384534.128,384537.299999997,384550.194,385049.675,,,
trial,flow.Sequence,0_5_7,2022-07-15T22:04:50.823Z,,,,,,6,4412.90499999997,completion,,,0.485,,,,,,,,,,,,,,,,,0.455,false,385034.799999997,385033.658,380604.695,380605.89999999106,380620.753,385049.675,,,
fixation,canvas.Screen,0_5_8_0,2022-07-15T22:04:51.326Z,,,,,,6,499.50400000001537,timeout,,,0.515,,,,,,,,,,,,,,,,,0.485,false,385538.5,385532.513,385033.658,385035,385049.675,385549.179,,,
stimulus,canvas.Screen,0_5_8_1,2022-07-15T22:04:52.136Z,,,,,,6,797.0210000029765,response,,0.515,0.515,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.515blue1yellowb%3D1w%3D100v%3D87.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.485blue1yellowb%3D1w%3D100v%3D87.png,,,,,,,,,true,f,keypress(f),0.485,0.485,false,386347.89999999106,386346.200000003,385532.513,385538.700000003,385549.179,386365.037,,,
choice,canvas.Screen,0_5_8_2,2022-07-15T22:04:54.136Z,,,,0.515,,6,1998.0169999999925,timeout,,,0.515,,0.485,,,-3,,,,,,,-12,,,,,0.485,false,388347.799999997,388346.991,386351.705,386351.59999999404,386365.037,388363.054,,88,
timeout,canvas.Screen,0_5_8_3,2022-07-15T22:04:54.138Z,,,,,,6,NaN,skipped,,,0.515,,,,,,,,,,,,,,,,,0.485,false,388350,388346.991,,388349.59999999404,,388363.054,,,
ITI,canvas.Screen,0_5_8_4,2022-07-15T22:04:54.638Z,,,,,,6,499.4760000000242,timeout,,,0.515,,,,,,,,,,,,,,,,,0.485,false,388849.700000003,388845.948,388346.991,388350.09999999404,388363.054,388862.53,,,
trial,flow.Sequence,0_5_8,2022-07-15T22:04:54.638Z,,,,,,6,3796.2729999999865,completion,,,0.515,,,,,,,,,,,,,,,,,0.485,false,388850.299999997,388845.948,385033.658,385035,385049.675,388862.53,,,
fixation,canvas.Screen,0_5_9_0,2022-07-15T22:04:55.138Z,,,,,,18,499.91499999997905,timeout,,,0.545,,,,,,,,,,,,,,,,,0.455,false,389350.09999999404,389345.383,388845.948,388850.5,388862.53,389362.445,,,
stimulus,canvas.Screen,0_5_9_1,2022-07-15T22:04:56.284Z,,,,,,18,1132.4549999910523,response,,0.545,0.545,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.545blue1yellowb%3D1w%3D100v%3D97.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.455blue1yellowb%3D1w%3D100v%3D97.png,,,,,,,,,true,j,keypress(j),0.455,0.455,false,390496.5,390494.89999999106,389345.383,389350.299999997,389362.445,390510.917,,,
choice,canvas.Screen,0_5_9_2,2022-07-15T22:04:58.282Z,,,,0.455,,18,1998.0100000000093,timeout,,,0.545,,0.545,,,9,,,,,,,-3,,,,,0.455,false,392493.700000003,392492.879,390495.961,390501.299999997,390510.917,392508.927,,97,
timeout,canvas.Screen,0_5_9_3,2022-07-15T22:04:58.283Z,,,,,,18,NaN,skipped,,,0.545,,,,,,,,,,,,,,,,,0.455,false,392495.39999999106,392492.879,,392495.09999999404,,392508.927,,,
ITI,canvas.Screen,0_5_9_4,2022-07-15T22:04:58.781Z,,,,,,18,499.51799999998184,timeout,,,0.545,,,,,,,,,,,,,,,,,0.455,false,392993.200000003,392992.39,392492.879,392495.59999999404,392508.927,393008.445,,,
trial,flow.Sequence,0_5_9,2022-07-15T22:04:58.781Z,,,,,,18,4129.859999999986,completion,,,0.545,,,,,,,,,,,,,,,,,0.455,false,392993.39999999106,392992.39,388845.948,388850.5,388862.53,393008.445,,,
fixation,canvas.Screen,0_5_10_0,2022-07-15T22:04:59.288Z,,,,,,6,499.49199999996927,timeout,,,0.545,,,,,,,,,,,,,,,,,0.515,true,393500,393491.512,392992.39,392993.59999999404,393008.445,393507.937,,,
stimulus,canvas.Screen,0_5_10_1,2022-07-15T22:05:00.342Z,,,,,,6,1044.462999991083,response,,0.515,0.545,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.515blue1yellowb%3D1w%3D100v%3D52.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.545blue1yellowb%3D1w%3D100v%3D52.png,,,,,,,,,true,f,keypress(f),0.545,0.515,true,394554.299999997,394552.39999999106,393491.512,393500.200000003,393507.937,394573.533,,,
choice,canvas.Screen,0_5_10_2,2022-07-15T22:05:02.351Z,,,,0.515,,6,1998.2399999999907,timeout,,,0.545,,0.545,,,-3,,,,,,,-6,,,,,0.515,true,396563.39999999106,396554.898,394550.7,394559.200000003,394573.533,396571.773,,94,
timeout,canvas.Screen,0_5_10_3,2022-07-15T22:05:02.353Z,,,,,,6,NaN,skipped,,,0.545,,,,,,,,,,,,,,,,,0.515,true,396565.59999999404,396554.898,,396565.200000003,,396571.773,,,
ITI,canvas.Screen,0_5_10_4,2022-07-15T22:05:02.851Z,,,,,,6,499.28800000000047,timeout,,,0.545,,,,,,,,,,,,,,,,,0.515,true,397062.89999999106,397054.395,396554.898,396565.700000003,396571.773,397071.061,,,
trial,flow.Sequence,0_5_10,2022-07-15T22:05:02.851Z,,,,,,6,4045.9500000000116,completion,,,0.545,,,,,,,,,,,,,,,,,0.515,true,397063.5,397054.395,392992.39,392993.5,393008.445,397071.061,,,
fixation,canvas.Screen,0_5_11_0,2022-07-15T22:05:03.343Z,,,,,,12,499.49400000000605,timeout,,,0.53,,,,,,,,,,,,,,,,,0.47,true,397555.200000003,397554.335,397054.395,397063.700000003,397071.061,397570.555,,,
stimulus,canvas.Screen,0_5_11_1,2022-07-15T22:05:04.328Z,,,,,,12,967.6450000029872,response,,0.47,0.53,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.47blue1yellowb%3D1w%3D100v%3D22.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.53blue1yellowb%3D1w%3D100v%3D22.png,,,,,,,,,true,f,keypress(f),0.53,0.47,true,398540.59999999404,398538.200000003,397554.335,397555.39999999106,397570.555,398552.897,,,
choice,canvas.Screen,0_5_11_2,2022-07-15T22:05:06.328Z,,,,0.47,,12,1998.0410000000265,timeout,,,0.53,,0.53,,,6,,,,,,,0,,,,,0.47,true,400540.5,400534.344,398537.102,398544.09999999404,398552.897,400550.938,,100,
timeout,canvas.Screen,0_5_11_3,2022-07-15T22:05:06.330Z,,,,,,12,NaN,skipped,,,0.53,,,,,,,,,,,,,,,,,0.47,true,400542.39999999106,400534.344,,400542.299999997,,400550.938,,,
ITI,canvas.Screen,0_5_11_4,2022-07-15T22:05:06.829Z,,,,,,12,499.4969999999739,timeout,,,0.53,,,,,,,,,,,,,,,,,0.47,true,401035.09999999404,401034.382,400534.344,400542.59999999404,400550.938,401050.435,,,
trial,flow.Sequence,0_5_11,2022-07-15T22:05:06.830Z,,,,,,12,3963.3209999999963,completion,,,0.53,,,,,,,,,,,,,,,,,0.47,true,401035.700000003,401034.382,397054.395,397063.59999999404,397071.061,401050.435,,,
fixation,canvas.Screen,0_5_12_0,2022-07-15T22:05:07.329Z,,,,,,9,499.50699999998324,timeout,,,0.485,,,,,,,,,,,,,,,,,0.53,true,401534.700000003,401533.887,401034.382,401036,401050.435,401549.942,,,
stimulus,canvas.Screen,0_5_12_1,2022-07-15T22:05:09.006Z,,,,,,9,1659.6579999940586,response,,0.53,0.485,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.53blue1yellowb%3D1w%3D100v%3D83.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.485blue1yellowb%3D1w%3D100v%3D83.png,,,,,,,,,true,j,keypress(j),0.485,0.53,true,403211.59999999404,403209.59999999404,401533.887,401535,401549.942,403231.595,,,
choice,canvas.Screen,0_5_12_2,2022-07-15T22:05:11.008Z,,,,0.485,,9,1998.00900000002,timeout,,,0.485,,0.53,,,3,,,,,,,3,,,,,0.53,true,405214.5,405213.562,403205.84,403215.39999999106,403231.595,405229.604,,103,
timeout,canvas.Screen,0_5_12_3,2022-07-15T22:05:11.011Z,,,,,,9,NaN,skipped,,,0.485,,,,,,,,,,,,,,,,,0.53,true,405216.799999997,405213.562,,405216.299999997,,405229.604,,,
ITI,canvas.Screen,0_5_12_4,2022-07-15T22:05:11.507Z,,,,,,9,499.45900000003166,timeout,,,0.485,,,,,,,,,,,,,,,,,0.53,true,405713.299999997,405712.518,405213.562,405216.89999999106,405229.604,405729.063,,,
trial,flow.Sequence,0_5_12,2022-07-15T22:05:11.508Z,,,,,,9,4662.082999999984,completion,,,0.485,,,,,,,,,,,,,,,,,0.53,true,405713.700000003,405712.518,401034.382,401035.89999999106,401050.435,405729.063,,,
fixation,canvas.Screen,0_5_13_0,2022-07-15T22:05:12.007Z,,,,,,18,499.55099999997765,timeout,,,0.545,,,,,,,,,,,,,,,,,0.455,true,406213.39999999106,406212.552,405712.518,405713.799999997,405729.063,406228.614,,,
stimulus,canvas.Screen,0_5_13_1,2022-07-15T22:05:12.849Z,,,,,,18,824.1859999970184,response,,0.455,0.545,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.455blue1yellowb%3D1w%3D100v%3D49.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.545blue1yellowb%3D1w%3D100v%3D49.png,,,,,,,,,true,f,keypress(f),0.545,0.455,true,407054.799999997,407052.799999997,406212.552,406213.59999999404,406228.614,407061.129,,,
choice,canvas.Screen,0_5_13_2,2022-07-15T22:05:14.838Z,,,,0.455,,18,1998.0050000000047,timeout,,,0.545,,0.545,,,9,,,,,,,12,,,,,0.455,true,409043.89999999106,409043.08,407045.822,407058.39999999106,407061.129,409059.134,,112,
timeout,canvas.Screen,0_5_13_3,2022-07-15T22:05:14.840Z,,,,,,18,NaN,skipped,,,0.545,,,,,,,,,,,,,,,,,0.455,true,409046.39999999106,409043.08,,409046.09999999404,,409059.134,,,
ITI,canvas.Screen,0_5_13_4,2022-07-15T22:05:15.337Z,,,,,,18,499.50699999998324,timeout,,,0.545,,,,,,,,,,,,,,,,,0.455,true,409543.39999999106,409542.577,409043.08,409046.59999999404,409059.134,409558.641,,,
trial,flow.Sequence,0_5_13,2022-07-15T22:05:15.338Z,,,,,,18,3813.5139999999665,completion,,,0.545,,,,,,,,,,,,,,,,,0.455,true,409543.799999997,409542.577,405712.518,405713.799999997,405729.063,409558.641,,,
fixation,canvas.Screen,0_5_14_0,2022-07-15T22:05:15.841Z,,,,,,6,499.4990000000107,timeout,,,0.485,,,,,,,,,,,,,,,,,0.455,false,410047.39999999106,410041.535,409542.577,409544,409558.641,410058.14,,,
stimulus,canvas.Screen,0_5_14_1,2022-07-15T22:05:16.925Z,,,,,,6,1071.0600000029663,response,,0.485,0.485,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.485blue1yellowb%3D1w%3D100v%3D78.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.455blue1yellowb%3D1w%3D100v%3D78.png,,,,,,,,,true,j,keypress(j),0.455,0.455,false,411131.299999997,411129.200000003,410041.535,410047.799999997,410058.14,411140.384,,,
choice,canvas.Screen,0_5_14_2,2022-07-15T22:05:18.922Z,,,,0.455,,6,1998.0189999999711,timeout,,,0.485,,0.485,,,9,,,,,,,21,,,,,0.455,false,413128,413121.806,411134.441,411135.39999999106,411140.384,413138.403,,121,
timeout,canvas.Screen,0_5_14_3,2022-07-15T22:05:18.924Z,,,,,,6,NaN,skipped,,,0.485,,,,,,,,,,,,,,,,,0.455,false,413130.299999997,413121.806,,413130,,413138.403,,,
ITI,canvas.Screen,0_5_14_4,2022-07-15T22:05:19.417Z,,,,,,6,499.55100000003586,timeout,,,0.485,,,,,,,,,,,,,,,,,0.455,false,413622.700000003,413621.855,413121.806,413130.39999999106,413138.403,413637.954,,,
trial,flow.Sequence,0_5_14,2022-07-15T22:05:19.417Z,,,,,,6,4063.213999999978,completion,,,0.485,,,,,,,,,,,,,,,,,0.455,false,413623,413621.855,409542.577,409543.89999999106,409558.641,413637.954,,,
fixation,canvas.Screen,0_5_15_0,2022-07-15T22:05:19.923Z,,,,,,6,499.4289999999455,timeout,,,0.515,,,,,,,,,,,,,,,,,0.485,true,414129.200000003,414120.762,413621.855,413623.200000003,413637.954,414137.383,,,
