sender,sender_type,sender_id,timestamp,meta,,ITI_value,choice,consent,diff_net_value,duration,ended_on,gain_color,left,left_side,loss_color,not_choice,picture_left,picture_right,points,points1Block,points2Block,points3Block,points4Block,points5Block,points6Block,pointsBlock,responded,response,response_action,right,right_side,switch_sides,time_commit,time_end,time_render,time_run,time_show,time_switch,totalPoints,totalPoints_practice,url
stimulus,canvas.Screen,0_5_3_1,2022-07-15T14:24:15.623Z,,,,,,6,304.8319999970263,response,,0.545,0.545,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.545blue1yellowb%3D1w%3D100v%3D17.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.515blue1yellowb%3D1w%3D100v%3D17.png,,,,,,,,,true,f,keypress(f),0.515,0.515,false,91772.79999999702,91772.29999999702,91450.863,91451.59999999404,91467.468,91784.092,,,
choice,canvas.Screen,0_5_3_2,2022-07-15T14:24:17.618Z,,,,0.545,,6,1999.7109999999957,timeout,,,0.545,,0.515,,,9,,,,,,,-6,,,,,0.515,false,93767.5,93767.053,91767.499,91774.5,91784.092,93783.803,,94,
timeout,canvas.Screen,0_5_3_3,2022-07-15T14:24:17.619Z,,,,,,6,NaN,skipped,,,0.545,,,,,,,,,,,,,,,,,0.515,false,93768.59999999404,93767.053,,93768.5,,93783.803,,,
ITI,canvas.Screen,0_5_3_4,2022-07-15T14:24:18.118Z,,,,,,6,499.9459999999963,timeout,,,0.545,,,,,,,,,,,,,,,,,0.515,false,94267.70000000298,94267.066,93767.053,93768.79999999702,93783.803,94283.749,,,
trial,flow.Sequence,0_5_3,2022-07-15T14:24:18.118Z,,,,,,6,3299.465000000011,completion,,,0.545,,,,,,,,,,,,,,,,,0.515,false,94268.09999999404,94267.066,90950.849,90951.70000000298,90967.601,94283.749,,,
fixation,canvas.Screen,0_5_4_0,2022-07-15T14:24:18.618Z,,,,,,9,499.7560000000085,timeout,,,0.485,,,,,,,,,,,,,,,,,0.53,true,94767.70000000298,94766.999,94267.066,94268.29999999702,94283.749,94783.505,,,
stimulus,canvas.Screen,0_5_4_1,2022-07-15T14:24:19.439Z,,,,,,9,804.3949999910546,response,,0.53,0.485,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.53blue1yellowb%3D1w%3D100v%3D62.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.485blue1yellowb%3D1w%3D100v%3D62.png,,,,,,,,,true,j,keypress(j),0.485,0.53,true,95589.09999999404,95587.89999999106,94766.999,94767.89999999106,94783.505,95600.149,,,
choice,canvas.Screen,0_5_4_2,2022-07-15T14:24:21.434Z,,,,0.485,,9,1999.607999999993,timeout,,,0.485,,0.53,,,-3,,,,,,,-9,,,,,0.53,true,97583.89999999106,97583.196,95584.55,95590.89999999106,95600.149,97599.757,,91,
timeout,canvas.Screen,0_5_4_3,2022-07-15T14:24:21.436Z,,,,,,9,NaN,skipped,,,0.485,,,,,,,,,,,,,,,,,0.53,true,97585.29999999702,97583.196,,97585.09999999404,,97599.757,,,
ITI,canvas.Screen,0_5_4_4,2022-07-15T14:24:21.934Z,,,,,,9,499.9229999999952,timeout,,,0.485,,,,,,,,,,,,,,,,,0.53,true,98083.70000000298,98083.146,97583.196,97585.5,97599.757,98099.68,,,
trial,flow.Sequence,0_5_4,2022-07-15T14:24:21.934Z,,,,,,9,3799.396999999997,completion,,,0.485,,,,,,,,,,,,,,,,,0.53,true,98084,98083.146,94267.066,94268.29999999702,94283.749,98099.68,,,
fixation,canvas.Screen,0_5_5_0,2022-07-15T14:24:22.434Z,,,,,,12,499.9240000000136,timeout,,,0.53,,,,,,,,,,,,,,,,,0.47,false,98583.59999999404,98583.047,98083.146,98084.20000000298,98099.68,98599.604,,,
stimulus,canvas.Screen,0_5_5_1,2022-07-15T14:24:22.729Z,,,,,,12,277.89599999999336,response,,0.53,0.53,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.53blue1yellowb%3D1w%3D100v%3D99.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.47blue1yellowb%3D1w%3D100v%3D99.png,,,,,,,,,true,j,keypress(j),0.47,0.47,false,98878.20000000298,98877.5,98583.047,98583.70000000298,98599.604,98882.886,,,
choice,canvas.Screen,0_5_5_2,2022-07-15T14:24:24.717Z,,,,0.47,,12,1999.7030000000086,timeout,,,0.53,,0.53,,,-6,,,,,,,-15,,,,,0.47,false,100866.5,100866.002,98866.315,98880.09999999404,98882.886,100882.589,,85,
timeout,canvas.Screen,0_5_5_3,2022-07-15T14:24:24.718Z,,,,,,12,NaN,skipped,,,0.53,,,,,,,,,,,,,,,,,0.47,false,100868,100866.002,,100867.79999999702,,100882.589,,,
ITI,canvas.Screen,0_5_5_4,2022-07-15T14:24:25.217Z,,,,,,12,499.99899999999616,timeout,,,0.53,,,,,,,,,,,,,,,,,0.47,false,101366.29999999702,101365.807,100866.002,100868.09999999404,100882.589,101382.588,,,
trial,flow.Sequence,0_5_5,2022-07-15T14:24:25.217Z,,,,,,12,3266.1270000000077,completion,,,0.53,,,,,,,,,,,,,,,,,0.47,false,101366.59999999404,101365.807,98083.146,98084.20000000298,98099.68,101382.588,,,
fixation,canvas.Screen,0_5_6_0,2022-07-15T14:24:25.718Z,,,,,,6,499.80599999999686,timeout,,,0.485,,,,,,,,,,,,,,,,,0.455,true,101868,101865.737,101365.807,101366.79999999702,101382.588,101882.394,,,
stimulus,canvas.Screen,0_5_6_1,2022-07-15T14:24:25.969Z,,,,,,6,235.60599999999977,response,,0.455,0.485,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.455blue1yellowb%3D1w%3D100v%3D15.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.485blue1yellowb%3D1w%3D100v%3D15.png,,,,,,,,,true,f,keypress(f),0.485,0.455,true,102118.59999999404,102118,101865.737,101868.20000000298,101882.394,102132.381,,,
choice,canvas.Screen,0_5_6_2,2022-07-15T14:24:27.966Z,,,,0.455,,6,1999.770000000004,timeout,,,0.485,,0.485,,,-9,,,,,,,-24,,,,,0.455,true,104116,104115.418,102115.945,102120.89999999106,102132.381,104132.151,,76,
timeout,canvas.Screen,0_5_6_3,2022-07-15T14:24:27.967Z,,,,,,6,NaN,skipped,,,0.485,,,,,,,,,,,,,,,,,0.455,true,104117.09999999404,104115.418,,104116.89999999106,,104132.151,,,
ITI,canvas.Screen,0_5_6_4,2022-07-15T14:24:28.466Z,,,,,,6,499.8990000000049,timeout,,,0.485,,,,,,,,,,,,,,,,,0.455,true,104615.89999999106,104615.296,104115.418,104117.09999999404,104132.151,104632.05,,,
trial,flow.Sequence,0_5_6,2022-07-15T14:24:28.466Z,,,,,,6,3232.7079999999987,completion,,,0.485,,,,,,,,,,,,,,,,,0.455,true,104616,104615.296,101365.807,101366.70000000298,101382.588,104632.05,,,
fixation,canvas.Screen,0_5_7_0,2022-07-15T14:24:28.967Z,,,,,,12,499.89100000000326,timeout,,,0.53,,,,,,,,,,,,,,,,,0.47,false,105116.79999999702,105115.188,104615.296,104616.20000000298,104632.05,105131.941,,,
stimulus,canvas.Screen,0_5_7_1,2022-07-15T14:24:29.314Z,,,,,,12,330.8589999970136,response,,0.53,0.53,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.53blue1yellowb%3D1w%3D100v%3D13.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.47blue1yellowb%3D1w%3D100v%3D13.png,,,,,,,,,true,j,keypress(j),0.47,0.47,false,105463.5,105462.79999999702,105115.188,105117,105131.941,105481.82,,,
choice,canvas.Screen,0_5_7_2,2022-07-15T14:24:31.316Z,,,,0.47,,12,1999.6649999999936,timeout,,,0.53,,0.53,,,-6,,,,,,,-30,,,,,0.47,false,107465.89999999106,107464.933,105465.235,105465.39999999106,105481.82,107481.485,,70,
timeout,canvas.Screen,0_5_7_3,2022-07-15T14:24:31.318Z,,,,,,12,NaN,skipped,,,0.53,,,,,,,,,,,,,,,,,0.47,false,107467.29999999702,107464.933,,107467.20000000298,,107481.485,,,
ITI,canvas.Screen,0_5_7_4,2022-07-15T14:24:31.816Z,,,,,,12,499.9400000000023,timeout,,,0.53,,,,,,,,,,,,,,,,,0.47,false,107965.39999999106,107964.854,107464.933,107467.39999999106,107481.485,107981.425,,,
trial,flow.Sequence,0_5_7,2022-07-15T14:24:31.816Z,,,,,,12,3332.8040000000037,completion,,,0.53,,,,,,,,,,,,,,,,,0.47,false,107965.59999999404,107964.854,104615.296,104616.09999999404,104632.05,107981.425,,,
fixation,canvas.Screen,0_5_8_0,2022-07-15T14:24:32.316Z,,,,,,9,499.90299999999115,timeout,,,0.485,,,,,,,,,,,,,,,,,0.53,false,108465.29999999702,108464.759,107964.854,107965.79999999702,107981.425,108481.328,,,
stimulus,canvas.Screen,0_5_8_1,2022-07-15T14:24:32.324Z,,,,,,9,7.941000002974761,response,,0.485,0.485,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.485blue1yellowb%3D1w%3D100v%3D93.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.53blue1yellowb%3D1w%3D100v%3D93.png,,,,,,,,,true,f,keypress(f),0.53,0.53,false,108473.70000000298,108472.70000000298,108464.759,108465.39999999106,,108498.148,,,
choice,canvas.Screen,0_5_8_2,2022-07-15T14:24:34.332Z,,,,0.485,,9,1999.5139999999956,timeout,,,0.485,,0.53,,,-3,,,,,,,-33,,,,,0.53,false,110481.5,110480.992,108481.328,108476.5,108498.148,110497.662,,67,
timeout,canvas.Screen,0_5_8_3,2022-07-15T14:24:34.334Z,,,,,,9,NaN,skipped,,,0.485,,,,,,,,,,,,,,,,,0.53,false,110483.20000000298,110480.992,,110483,,110497.662,,,
ITI,canvas.Screen,0_5_8_4,2022-07-15T14:24:34.832Z,,,,,,9,500.04000000000815,timeout,,,0.485,,,,,,,,,,,,,,,,,0.53,false,110981.59999999404,110981.041,110480.992,110483.39999999106,110497.662,110997.702,,,
trial,flow.Sequence,0_5_8,2022-07-15T14:24:34.832Z,,,,,,9,2999.6159999999945,completion,,,0.485,,,,,,,,,,,,,,,,,0.53,false,110981.79999999702,110981.041,107964.854,107965.70000000298,107981.425,110997.702,,,
fixation,canvas.Screen,0_5_9_0,2022-07-15T14:24:35.332Z,,,,,,6,499.87699999999313,timeout,,,0.545,,,,,,,,,,,,,,,,,0.515,false,111481.79999999702,111480.953,110981.041,110981.89999999106,110997.702,111497.579,,,
stimulus,canvas.Screen,0_5_9_1,2022-07-15T14:24:36.105Z,,,,,,6,756.2209999970219,response,,0.545,0.545,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.545blue1yellowb%3D1w%3D100v%3D70.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.515blue1yellowb%3D1w%3D100v%3D70.png,,,,,,,,,true,j,keypress(j),0.515,0.515,false,112254.79999999702,112253.79999999702,111480.953,111482.09999999404,111497.579,112264.118,,,
choice,canvas.Screen,0_5_9_2,2022-07-15T14:24:38.098Z,,,,0.515,,6,1999.7079999999987,timeout,,,0.545,,0.545,,,3,,,,,,,-30,,,,,0.515,false,114247.70000000298,114247.164,112247.499,112256.20000000298,112264.118,114263.826,,70,
timeout,canvas.Screen,0_5_9_3,2022-07-15T14:24:38.099Z,,,,,,6,NaN,skipped,,,0.545,,,,,,,,,,,,,,,,,0.515,false,114248.79999999702,114247.164,,114248.70000000298,,114263.826,,,
ITI,canvas.Screen,0_5_9_4,2022-07-15T14:24:38.598Z,,,,,,6,499.87600000000384,timeout,,,0.545,,,,,,,,,,,,,,,,,0.515,false,114747.70000000298,114747.084,114247.164,114249.09999999404,114263.826,114763.702,,,
trial,flow.Sequence,0_5_9,2022-07-15T14:24:38.598Z,,,,,,6,3749.381999999998,completion,,,0.545,,,,,,,,,,,,,,,,,0.515,false,114747.79999999702,114747.084,110981.041,110981.89999999106,110997.702,114763.702,,,
fixation,canvas.Screen,0_5_10_0,2022-07-15T14:24:39.098Z,,,,,,6,499.9789999999921,timeout,,,0.515,,,,,,,,,,,,,,,,,0.485,false,115247.5,115247.012,114747.084,114748,114763.702,115263.681,,,
stimulus,canvas.Screen,0_5_10_1,2022-07-15T14:24:40.223Z,,,,,,6,1100.0190000029834,response,,0.515,0.515,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.515blue1yellowb%3D1w%3D100v%3D95.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.485blue1yellowb%3D1w%3D100v%3D95.png,,,,,,,,,true,f,keypress(f),0.485,0.485,false,116372.39999999106,116363.70000000298,115247.012,115247.70000000298,115263.681,116380.125,,,
choice,canvas.Screen,0_5_10_2,2022-07-15T14:24:42.214Z,,,,0.515,,6,1999.7189999999973,timeout,,,0.515,,0.485,,,3,,,,,,,-27,,,,,0.485,false,118363.79999999702,118363.166,116364.717,116374.5,116380.125,118379.844,,73,
timeout,canvas.Screen,0_5_10_3,2022-07-15T14:24:42.216Z,,,,,,6,NaN,skipped,,,0.515,,,,,,,,,,,,,,,,,0.485,false,118365.09999999404,118363.166,,118364.89999999106,,118379.844,,,
ITI,canvas.Screen,0_5_10_4,2022-07-15T14:24:42.714Z,,,,,,6,499.87600000000384,timeout,,,0.515,,,,,,,,,,,,,,,,,0.485,false,118863.59999999404,118863.095,118363.166,118365.29999999702,118379.844,118879.72,,,
trial,flow.Sequence,0_5_10,2022-07-15T14:24:42.714Z,,,,,,6,4099.392999999996,completion,,,0.515,,,,,,,,,,,,,,,,,0.485,false,118863.89999999106,118863.095,114747.084,114748,114763.702,118879.72,,,
fixation,canvas.Screen,0_5_11_0,2022-07-15T14:24:43.214Z,,,,,,18,499.846000000005,timeout,,,0.545,,,,,,,,,,,,,,,,,0.455,true,119363.59999999404,119363.014,118863.095,118864,118879.72,119379.566,,,
stimulus,canvas.Screen,0_5_11_1,2022-07-15T14:24:44.245Z,,,,,,18,1014.2339999970136,response,,0.455,0.545,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.455blue1yellowb%3D1w%3D100v%3D15.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.545blue1yellowb%3D1w%3D100v%3D15.png,,,,,,,,,true,j,keypress(j),0.545,0.455,true,120394.79999999702,120393.79999999702,119363.014,119363.70000000298,119379.566,120412.83,,,
choice,canvas.Screen,0_5_11_2,2022-07-15T14:24:46.247Z,,,,0.545,,18,1999.596000000005,timeout,,,0.545,,0.455,,,9,,,,,,,-18,,,,,0.455,true,122396.39999999106,122395.864,120396.052,120396.70000000298,120412.83,122412.426,,82,
timeout,canvas.Screen,0_5_11_3,2022-07-15T14:24:46.248Z,,,,,,18,NaN,skipped,,,0.545,,,,,,,,,,,,,,,,,0.455,true,122397.70000000298,122395.864,,122397.5,,122412.426,,,
ITI,canvas.Screen,0_5_11_4,2022-07-15T14:24:46.747Z,,,,,,18,499.93199999998615,timeout,,,0.545,,,,,,,,,,,,,,,,,0.455,true,122896.29999999702,122895.76,122395.864,122397.89999999106,122412.426,122912.358,,,
trial,flow.Sequence,0_5_11,2022-07-15T14:24:46.747Z,,,,,,18,4016.0399999999936,completion,,,0.545,,,,,,,,,,,,,,,,,0.455,true,122896.70000000298,122895.76,118863.095,118864,118879.72,122912.358,,,
fixation,canvas.Screen,0_5_12_0,2022-07-15T14:24:47.247Z,,,,,,6,499.94100000000617,timeout,,,0.515,,,,,,,,,,,,,,,,,0.485,true,123396.20000000298,123395.723,122895.76,122896.89999999106,122912.358,123412.299,,,
stimulus,canvas.Screen,0_5_12_1,2022-07-15T14:24:49.011Z,,,,,,6,1746.5009999970207,response,,0.485,0.515,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.485blue1yellowb%3D1w%3D100v%3D5.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.515blue1yellowb%3D1w%3D100v%3D5.png,,,,,,,,,true,f,keypress(f),0.515,0.485,true,125159.89999999106,125158.79999999702,123395.723,123396.39999999106,123412.299,125178.68,,,
choice,canvas.Screen,0_5_12_2,2022-07-15T14:24:51.014Z,,,,0.485,,6,1999.6560000000027,timeout,,,0.515,,0.515,,,-3,,,,,,,-21,,,,,0.485,true,127162.89999999106,127161.767,125147.377,125161.79999999702,125178.68,127178.336,,79,
timeout,canvas.Screen,0_5_12_3,2022-07-15T14:24:51.015Z,,,,,,6,NaN,skipped,,,0.515,,,,,,,,,,,,,,,,,0.485,true,127164.39999999106,127161.767,,127164.20000000298,,127178.336,,,
ITI,canvas.Screen,0_5_12_4,2022-07-15T14:24:51.513Z,,,,,,6,499.96500000001106,timeout,,,0.515,,,,,,,,,,,,,,,,,0.485,true,127662.20000000298,127661.565,127161.767,127165,127178.336,127678.301,,,
trial,flow.Sequence,0_5_12,2022-07-15T14:24:51.513Z,,,,,,6,4749.207000000009,completion,,,0.515,,,,,,,,,,,,,,,,,0.485,true,127662.5,127661.565,122895.76,122896.79999999702,122912.358,127678.301,,,
fixation,canvas.Screen,0_5_13_0,2022-07-15T14:24:52.013Z,,,,,,9,499.9629999999888,timeout,,,0.485,,,,,,,,,,,,,,,,,0.53,false,128162.09999999404,128161.597,127661.565,127662.70000000298,127678.301,128178.264,,,
stimulus,canvas.Screen,0_5_13_1,2022-07-15T14:24:53.925Z,,,,,,9,1895.4360000029847,response,,0.485,0.485,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.485blue1yellowb%3D1w%3D100v%3D90.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.53blue1yellowb%3D1w%3D100v%3D90.png,,,,,,,,,true,f,keypress(f),0.53,0.53,false,130074.79999999702,130073.70000000298,128161.597,128162.29999999702,128178.264,130094.628,,,
choice,canvas.Screen,0_5_13_2,2022-07-15T14:24:55.929Z,,,,0.485,,9,1999.573000000004,timeout,,,0.485,,0.53,,,-3,,,,,,,-24,,,,,0.53,false,132078.09999999404,132077.539,130078.182,130078.39999999106,130094.628,132094.201,,76,
timeout,canvas.Screen,0_5_13_3,2022-07-15T14:24:55.930Z,,,,,,9,NaN,skipped,,,0.485,,,,,,,,,,,,,,,,,0.53,false,132079.39999999106,132077.539,,132079.09999999404,,132094.201,,,
ITI,canvas.Screen,0_5_13_4,2022-07-15T14:24:56.429Z,,,,,,9,499.9869999999937,timeout,,,0.485,,,,,,,,,,,,,,,,,0.53,false,132577.89999999106,132577.452,132077.539,132079.39999999106,132094.201,132594.188,,,
trial,flow.Sequence,0_5_13,2022-07-15T14:24:56.429Z,,,,,,9,4899.1509999999835,completion,,,0.485,,,,,,,,,,,,,,,,,0.53,false,132578.09999999404,132577.452,127661.565,127662.59999999404,127678.301,132594.188,,,
fixation,canvas.Screen,0_5_14_0,2022-07-15T14:24:56.929Z,,,,,,18,499.9120000000112,timeout,,,0.545,,,,,,,,,,,,,,,,,0.455,true,133078,133077.388,132577.452,132578.20000000298,132594.188,133094.1,,,
stimulus,canvas.Screen,0_5_14_1,2022-07-15T14:24:57.585Z,,,,,,18,639.6000000029744,response,,0.455,0.545,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.455blue1yellowb%3D1w%3D100v%3D16.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.545blue1yellowb%3D1w%3D100v%3D16.png,,,,,,,,,true,j,keypress(j),0.545,0.455,true,133734.79999999702,133733.70000000298,133077.388,133078.09999999404,133094.1,133743.933,,,
choice,canvas.Screen,0_5_14_2,2022-07-15T14:24:59.578Z,,,,0.545,,18,1999.6870000000054,timeout,,,0.545,,0.455,,,9,,,,,,,-15,,,,,0.455,true,135727.70000000298,135727.041,133727.939,133736.89999999106,133743.933,135743.62,,85,
timeout,canvas.Screen,0_5_14_3,2022-07-15T14:24:59.581Z,,,,,,18,NaN,skipped,,,0.545,,,,,,,,,,,,,,,,,0.455,true,135730,135727.041,,135729.79999999702,,135743.62,,,
ITI,canvas.Screen,0_5_14_4,2022-07-15T14:25:00.078Z,,,,,,18,499.99400000000605,timeout,,,0.545,,,,,,,,,,,,,,,,,0.455,true,136227.39999999106,136226.969,135727.041,135730.09999999404,135743.62,136243.614,,,
trial,flow.Sequence,0_5_14,2022-07-15T14:25:00.078Z,,,,,,18,3632.7810000000172,completion,,,0.545,,,,,,,,,,,,,,,,,0.455,true,136227.59999999404,136226.969,132577.452,132578.20000000298,132594.188,136243.614,,,
