sender,sender_type,sender_id,timestamp,meta,ITI_value,choice,consent,diff_net_value,duration,ended_on,gain_color,left,left_side,loss_color,not_choice,picture_left,picture_right,points,points1Block,points2Block,points3Block,points4Block,points5Block,points6Block,pointsBlock,responded,response,response_action,right,right_side,switch_sides,time_commit,time_end,time_render,time_run,time_show,time_switch,totalPoints,totalPoints_practice,url
stimulus,canvas.Screen,0_10_0_1,2022-07-13T16:51:47.148Z,,,,,2,2501.3800000000047,response,,0.505,0.515,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.505blue1yellowb%3D1w%3D100v%3D4.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.515blue1yellowb%3D1w%3D100v%3D4.png,,,,,,,,,true,j,keypress(j),0.515,0.505,true,798163,798144,795425.66,795643,795642.62,798166.14,,,
choice,canvas.Screen,0_10_0_2,2022-07-13T16:51:48.142Z,,,0.515,,2,993.640000000014,timeout,,,0.515,,0.505,,,-3,,-3,,,,,,,,,,0.505,true,799157,799143.22,798165.72,798166,798166.14,799159.78,173,,
ITI,canvas.Screen,0_10_0_3,2022-07-13T16:51:48.643Z,,2278,,,2,499.9799999999814,timeout,,,0.515,,,,,,,,,,,,,,,,,0.505,true,799658,799642.96,799143.22,799157,799159.78,799659.76,,,
trial,flow.Sequence,0_10_0,2022-07-13T16:51:48.643Z,,,,,2,4706.319999999949,completion,,,0.515,,,,,,,,,,,,,,,,,0.505,true,799658,799642.96,794936.3,794937,794936.64,799659.76,,,
fixation,canvas.Screen,0_10_1_0,2022-07-13T16:51:49.143Z,,,,,6,507.9399999999441,timeout,,,0.545,,,,,,,,,,,,,,,,,0.515,true,800158,800142.22,799642.96,799658,799659.76,800167.7,,,
stimulus,canvas.Screen,0_10_1_1,2022-07-13T16:51:49.866Z,,,,,6,683.3000000000466,response,,0.515,0.545,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.515blue1yellowb%3D1w%3D100v%3D3.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.545blue1yellowb%3D1w%3D100v%3D3.png,,,,,,,,,true,f,keypress(f),0.545,0.515,true,800880,800851,800142.22,800168,800167.7,800925.44,,,
choice,canvas.Screen,0_10_1_2,2022-07-13T16:51:50.910Z,,,0.515,,6,1000.9800000000978,timeout,,,0.545,,0.545,,,-3,,-6,,,,,,,,,,0.515,true,801924,801909.76,800883.46,800883,800925.44,801926.42,170,,
ITI,canvas.Screen,0_10_1_3,2022-07-13T16:51:51.409Z,,2182,,,6,499.95999999996275,timeout,,,0.545,,,,,,,,,,,,,,,,,0.515,true,802424,802409.08,801909.76,801925,801926.42,802426.38,,,
trial,flow.Sequence,0_10_1,2022-07-13T16:51:51.409Z,,,,,6,2749.319999999949,completion,,,0.545,,,,,,,,,,,,,,,,,0.515,true,802424,802409.08,799642.96,799658,799659.76,802426.38,,,
fixation,canvas.Screen,0_10_2_0,2022-07-13T16:51:51.909Z,,,,,6,674.9799999999814,timeout,,,0.515,,,,,,,,,,,,,,,,,0.485,false,802923,802909.28,802409.08,802425,802426.38,803101.36,,,
stimulus,canvas.Screen,0_10_2_1,2022-07-13T16:51:52.618Z,,,,,6,513.640000000014,response,,0.515,0.515,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.515blue1yellowb%3D1w%3D100v%3D40.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.485blue1yellowb%3D1w%3D100v%3D40.png,,,,,,,,,true,j,keypress(j),0.485,0.485,false,803632,803615,802909.28,803101,803101.36,803635.72,,,
choice,canvas.Screen,0_10_2_2,2022-07-13T16:51:53.625Z,,,0.485,,6,1007.3200000000652,timeout,,,0.515,,0.515,,,3,,-3,,,,,,,,,,0.485,false,804640,804625.46,803635.42,803635,803635.72,804643.04,173,,
ITI,canvas.Screen,0_10_2_3,2022-07-13T16:51:54.125Z,,2330,,,6,500,timeout,,,0.515,,,,,,,,,,,,,,,,,0.485,false,805140,805125.8,804625.46,804640,804643.04,805143.04,,,
trial,flow.Sequence,0_10_2,2022-07-13T16:51:54.126Z,,,,,6,2699.420000000042,completion,,,0.515,,,,,,,,,,,,,,,,,0.485,false,805140,805125.8,802409.08,802425,802426.38,805143.04,,,
fixation,canvas.Screen,0_10_3_0,2022-07-13T16:51:54.625Z,,,,,4,690.6999999999534,timeout,,,0.53,,,,,,,,,,,,,,,,,0.51,true,805640,805625.4,805125.8,805140,805143.04,805833.74,,,
stimulus,canvas.Screen,0_10_3_1,2022-07-13T16:51:55.418Z,,,,,4,580.2600000000093,response,,0.51,0.53,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.51blue1yellowb%3D1w%3D100v%3D33.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.53blue1yellowb%3D1w%3D100v%3D33.png,,,,,,,,,true,f,keypress(f),0.53,0.51,true,806433,806414,805625.4,805834,805833.74,806435.14,,,
choice,canvas.Screen,0_10_3_2,2022-07-13T16:51:56.409Z,,,0.51,,4,991.0200000000186,timeout,,,0.53,,0.53,,,-2,,-5,,,,,,,,,,0.51,true,807424,807409.72,806434.8,806435,806435.14,807426.16,171,,
ITI,canvas.Screen,0_10_3_3,2022-07-13T16:51:56.909Z,,2866,,,4,500.1599999999162,timeout,,,0.53,,,,,,,,,,,,,,,,,0.51,true,807924,807909.26,807409.72,807424,807426.16,807926.32,,,
trial,flow.Sequence,0_10_3,2022-07-13T16:51:56.909Z,,,,,4,2766.219999999972,completion,,,0.53,,,,,,,,,,,,,,,,,0.51,true,807924,807909.26,805125.8,805140,805143.04,807926.32,,,
fixation,canvas.Screen,0_10_4_0,2022-07-13T16:51:57.408Z,,,,,6,692.6199999999953,timeout,,,0.485,,,,,,,,,,,,,,,,,0.455,false,808422,808408.66,807909.26,807924,807926.32,808618.94,,,
stimulus,canvas.Screen,0_10_4_1,2022-07-13T16:51:58.209Z,,,,,6,587.0600000000559,response,,0.485,0.485,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.485blue1yellowb%3D1w%3D100v%3D84.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.455blue1yellowb%3D1w%3D100v%3D84.png,,,,,,,,,true,j,keypress(j),0.455,0.455,false,809223,809206,808408.66,808619,808618.94,809225.74,,,
choice,canvas.Screen,0_10_4_2,2022-07-13T16:51:59.210Z,,,0.455,,6,999.5799999999581,timeout,,,0.485,,0.485,,,9,,4,,,,,,,,,,0.455,false,810224,810209.72,809225.4,809226,809225.74,810225.32,180,,
ITI,canvas.Screen,0_10_4_3,2022-07-13T16:51:59.709Z,,2122,,,6,500,timeout,,,0.485,,,,,,,,,,,,,,,,,0.455,false,810724,810709.32,810209.72,810224,810225.32,810725.32,,,
trial,flow.Sequence,0_10_4,2022-07-13T16:51:59.709Z,,,,,6,2783,completion,,,0.485,,,,,,,,,,,,,,,,,0.455,false,810724,810709.32,807909.26,807924,807926.32,810725.32,,,
fixation,canvas.Screen,0_10_5_0,2022-07-13T16:52:00.209Z,,,,,2,682.9000000000233,timeout,,,0.495,,,,,,,,,,,,,,,,,0.485,false,811224,811209.44,810709.32,810724,810725.32,811408.22,,,
stimulus,canvas.Screen,0_10_5_1,2022-07-13T16:52:00.902Z,,,,,2,491.78000000002794,response,,0.495,0.495,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.495blue1yellowb%3D1w%3D100v%3D18.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.485blue1yellowb%3D1w%3D100v%3D18.png,,,,,,,,,true,j,keypress(j),0.485,0.485,false,811917,811900,811209.44,811408,811408.22,811918.98,,,
choice,canvas.Screen,0_10_5_2,2022-07-13T16:52:01.893Z,,,0.485,,2,990.5800000000745,timeout,,,0.495,,0.495,,,3,,7,,,,,,,,,,0.485,false,812907,812892.9,811918.62,811918,811918.98,812909.56,183,,
ITI,canvas.Screen,0_10_5_3,2022-07-13T16:52:02.392Z,,2480,,,2,499.85999999998603,timeout,,,0.495,,,,,,,,,,,,,,,,,0.485,false,813407,813392.1,812892.9,812907,812909.56,813409.42,,,
trial,flow.Sequence,0_10_5,2022-07-13T16:52:02.393Z,,,,,2,2666.780000000028,completion,,,0.495,,,,,,,,,,,,,,,,,0.485,false,813407,813392.1,810709.32,810724,810725.32,813409.42,,,
fixation,canvas.Screen,0_10_6_0,2022-07-13T16:52:02.893Z,,,,,2,692.0999999999767,timeout,,,0.505,,,,,,,,,,,,,,,,,0.495,true,813907,813893.06,813392.1,813407,813409.42,814101.52,,,
stimulus,canvas.Screen,0_10_6_1,2022-07-13T16:52:03.768Z,,,,,2,663.4799999999814,response,,0.495,0.505,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.495blue1yellowb%3D1w%3D100v%3D99.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.505blue1yellowb%3D1w%3D100v%3D99.png,,,,,,,,,true,f,keypress(f),0.505,0.495,true,814782,814765,813893.06,814101,814101.52,814784.78,,,
choice,canvas.Screen,0_10_6_2,2022-07-13T16:52:04.775Z,,,0.495,,2,1007.5799999999581,timeout,,,0.505,,0.505,,,1,,8,,,,,,,,,,0.495,true,815789,815775.2,814784.42,814784,814784.78,815792.36,184,,
ITI,canvas.Screen,0_10_6_3,2022-07-13T16:52:05.275Z,,2496,,,2,500.5,timeout,,,0.505,,,,,,,,,,,,,,,,,0.495,true,816289,816275.36,815775.2,815789,815792.36,816292.86,,,
trial,flow.Sequence,0_10_6,2022-07-13T16:52:05.275Z,,,,,2,2865.939999999944,completion,,,0.505,,,,,,,,,,,,,,,,,0.495,true,816289,816275.36,813392.1,813407,813409.42,816292.86,,,
fixation,canvas.Screen,0_10_7_0,2022-07-13T16:52:05.777Z,,,,,4,678.3000000000466,timeout,,,0.51,,,,,,,,,,,,,,,,,0.49,true,816791,816776.32,816275.36,816290,816292.86,816971.16,,,
stimulus,canvas.Screen,0_10_7_1,2022-07-13T16:52:06.575Z,,,,,4,600.8399999999674,response,,0.49,0.51,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.49blue1yellowb%3D1w%3D100v%3D12.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.51blue1yellowb%3D1w%3D100v%3D12.png,,,,,,,,,true,f,keypress(f),0.51,0.49,true,817590,817572,816776.32,816972,816971.16,817591.34,,,
choice,canvas.Screen,0_10_7_2,2022-07-13T16:52:07.576Z,,,0.49,,4,1001.5,timeout,,,0.51,,0.51,,,2,,10,,,,,,,,,,0.49,true,818591,818575.96,817591.06,817591,817591.34,818592.84,186,,
ITI,canvas.Screen,0_10_7_3,2022-07-13T16:52:08.075Z,,2706,,,4,499.64000000001397,timeout,,,0.51,,,,,,,,,,,,,,,,,0.49,true,819089,819075.18,818575.96,818591,818592.84,819092.48,,,
trial,flow.Sequence,0_10_7,2022-07-13T16:52:08.075Z,,,,,4,2782.320000000065,completion,,,0.51,,,,,,,,,,,,,,,,,0.49,true,819090,819075.18,816275.36,816289,816292.86,819092.48,,,
fixation,canvas.Screen,0_10_8_0,2022-07-13T16:52:08.576Z,,,,,4,693.8399999999674,timeout,,,0.49,,,,,,,,,,,,,,,,,0.47,false,819590,819576.26,819075.18,819090,819092.48,819786.32,,,
stimulus,canvas.Screen,0_10_8_1,2022-07-13T16:52:09.323Z,,,,,4,534.6800000000512,response,,0.49,0.49,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.49blue1yellowb%3D1w%3D100v%3D51.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.47blue1yellowb%3D1w%3D100v%3D51.png,,,,,,,,,true,j,keypress(j),0.47,0.47,false,820338,820321,819576.26,819786,819786.32,820340.28,,,
choice,canvas.Screen,0_10_8_2,2022-07-13T16:52:10.325Z,,,0.47,,4,1001.6199999999953,timeout,,,0.49,,0.49,,,6,,16,,,,,,,,,,0.47,false,821339,821325.62,820339.98,820340,820340.28,821341.9,192,,
ITI,canvas.Screen,0_10_8_3,2022-07-13T16:52:10.826Z,,2565,,,4,500.9000000000233,timeout,,,0.49,,,,,,,,,,,,,,,,,0.47,false,821841,821826.24,821325.62,821340,821341.9,821842.8,,,
trial,flow.Sequence,0_10_8,2022-07-13T16:52:10.826Z,,,,,4,2733.7600000000093,completion,,,0.49,,,,,,,,,,,,,,,,,0.47,false,821841,821826.24,819075.18,819090,819092.48,821842.8,,,
fixation,canvas.Screen,0_10_9_0,2022-07-13T16:52:11.327Z,,,,,2,687.5199999999022,timeout,,,0.495,,,,,,,,,,,,,,,,,0.485,true,822341,822325.96,821826.24,821841,821842.8,822530.32,,,
stimulus,canvas.Screen,0_10_9_1,2022-07-13T16:52:14.127Z,,,,,2,2593.680000000051,response,,0.485,0.495,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.485blue1yellowb%3D1w%3D100v%3D61.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.495blue1yellowb%3D1w%3D100v%3D61.png,,,,,,,,,true,j,keypress(j),0.495,0.485,true,825142,825124,822325.96,822530,822530.32,825144.7,,,
choice,canvas.Screen,0_10_9_2,2022-07-13T16:52:15.125Z,,,0.495,,2,997.9200000000419,timeout,,,0.495,,0.485,,,1,,17,,,,,,,,,,0.485,true,826140,826125.2,825144.18,825144,825144.7,826142.62,193,,
ITI,canvas.Screen,0_10_9_3,2022-07-13T16:52:15.626Z,,2869,,,2,499.2399999999907,timeout,,,0.495,,,,,,,,,,,,,,,,,0.485,true,826640,826626.16,826125.2,826140,826142.62,826641.86,,,
trial,flow.Sequence,0_10_9,2022-07-13T16:52:15.626Z,,,,,2,4783.359999999986,completion,,,0.495,,,,,,,,,,,,,,,,,0.485,true,826640,826626.16,821826.24,821841,821842.8,826641.86,,,
fixation,canvas.Screen,0_10_10_0,2022-07-13T16:52:16.126Z,,,,,4,684.4200000000419,timeout,,,0.49,,,,,,,,,,,,,,,,,0.47,true,827141,827126.16,826626.16,826640,826641.86,827326.28,,,
stimulus,canvas.Screen,0_10_10_1,2022-07-13T16:52:17.963Z,,,,,4,1632.719999999972,response,,0.47,0.49,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.47blue1yellowb%3D1w%3D100v%3D5.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.49blue1yellowb%3D1w%3D100v%3D5.png,,,,,,,,,true,f,keypress(f),0.49,0.47,true,828978,828959,827126.16,827326,827326.28,828979.66,,,
choice,canvas.Screen,0_10_10_2,2022-07-13T16:52:18.958Z,,,0.47,,4,995.7600000000093,timeout,,,0.49,,0.49,,,6,,23,,,,,,,,,,0.47,true,829973,829959.04,828979.26,828979,828979.66,829975.42,199,,
ITI,canvas.Screen,0_10_10_3,2022-07-13T16:52:19.459Z,,2709,,,4,500.61999999999534,timeout,,,0.49,,,,,,,,,,,,,,,,,0.47,true,830473,830458.74,829959.04,829973,829975.42,830476.04,,,
trial,flow.Sequence,0_10_10,2022-07-13T16:52:19.459Z,,,,,4,3816.8800000000047,completion,,,0.49,,,,,,,,,,,,,,,,,0.47,true,830474,830458.74,826626.16,826640,826641.86,830476.04,,,
fixation,canvas.Screen,0_10_11_0,2022-07-13T16:52:19.959Z,,,,,6,505.6599999999162,timeout,,,0.515,,,,,,,,,,,,,,,,,0.485,false,830974,830959.44,830458.74,830474,830476.04,830981.7,,,
stimulus,canvas.Screen,0_10_11_1,2022-07-13T16:52:20.533Z,,,,,6,546.3000000000466,response,,0.515,0.515,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.515blue1yellowb%3D1w%3D100v%3D16.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.485blue1yellowb%3D1w%3D100v%3D16.png,,,,,,,,,true,j,keypress(j),0.485,0.485,false,831547,831528,830959.44,830982,830981.7,831549.36,,,
choice,canvas.Screen,0_10_11_2,2022-07-13T16:52:21.544Z,,,0.485,,6,1009.2199999999721,timeout,,,0.515,,0.515,,,3,,26,,,,,,,,,,0.485,false,832557,832542.72,831549.08,831549,831549.36,832558.58,202,,
ITI,canvas.Screen,0_10_11_3,2022-07-13T16:52:22.041Z,,2044,,,6,500.6800000000512,timeout,,,0.515,,,,,,,,,,,,,,,,,0.485,false,833056,833041.96,832542.72,832557,832558.58,833059.26,,,
trial,flow.Sequence,0_10_11,2022-07-13T16:52:22.041Z,,,,,6,2565.9199999999255,completion,,,0.515,,,,,,,,,,,,,,,,,0.485,false,833056,833041.96,830458.74,830474,830476.04,833059.26,,,
fixation,canvas.Screen,0_10_12_0,2022-07-13T16:52:22.543Z,,,,,4,678.9399999999441,timeout,,,0.53,,,,,,,,,,,,,,,,,0.51,false,833557,833542.72,833041.96,833056,833059.26,833738.2,,,
stimulus,canvas.Screen,0_10_12_1,2022-07-13T16:52:23.256Z,,,,,4,514.8000000000466,response,,0.53,0.53,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.53blue1yellowb%3D1w%3D100v%3D38.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.51blue1yellowb%3D1w%3D100v%3D38.png,,,,,,,,,true,j,keypress(j),0.51,0.51,false,834271,834253,833542.72,833738,833738.2,834272.66,,,
choice,canvas.Screen,0_10_12_2,2022-07-13T16:52:24.260Z,,,0.51,,4,1002.5599999999395,timeout,,,0.53,,0.53,,,-2,,24,,,,,,,,,,0.51,false,835274,835259.42,834272.26,834273,834272.66,835275.22,200,,
ITI,canvas.Screen,0_10_12_3,2022-07-13T16:52:24.759Z,,2152,,,4,500.71999999997206,timeout,,,0.53,,,,,,,,,,,,,,,,,0.51,false,835774,835758.74,835259.42,835275,835275.22,835775.94,,,
trial,flow.Sequence,0_10_12,2022-07-13T16:52:24.759Z,,,,,4,2699.4799999999814,completion,,,0.53,,,,,,,,,,,,,,,,,0.51,false,835774,835758.74,833041.96,833056,833059.26,835775.94,,,
fixation,canvas.Screen,0_10_13_0,2022-07-13T16:52:25.259Z,,,,,6,702.6600000000326,timeout,,,0.485,,,,,,,,,,,,,,,,,0.455,true,836274,836259.36,835758.74,835774,835775.94,836478.6,,,
stimulus,canvas.Screen,0_10_13_1,2022-07-13T16:52:26.779Z,,,,,6,1296.4000000000233,response,,0.455,0.485,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.455blue1yellowb%3D1w%3D100v%3D60.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.485blue1yellowb%3D1w%3D100v%3D60.png,,,,,,,,,true,f,keypress(f),0.485,0.455,true,837793,837775,836259.36,836478,836478.6,837796.24,,,
choice,canvas.Screen,0_10_13_2,2022-07-13T16:52:27.775Z,,,0.455,,6,995.4599999999627,timeout,,,0.485,,0.485,,,9,,33,,,,,,,,,,0.455,true,838790,838776,837795.84,837796,837796.24,838791.7,209,,
ITI,canvas.Screen,0_10_13_3,2022-07-13T16:52:28.277Z,,2295,,,6,500.44000000006054,timeout,,,0.485,,,,,,,,,,,,,,,,,0.455,true,839291,839276,838776,838790,838791.7,839292.14,,,
trial,flow.Sequence,0_10_13,2022-07-13T16:52:28.277Z,,,,,6,3500.060000000056,completion,,,0.485,,,,,,,,,,,,,,,,,0.455,true,839291,839276,835758.74,835774,835775.94,839292.14,,,
fixation,canvas.Screen,0_10_14_0,2022-07-13T16:52:28.774Z,,,,,2,671.0400000000373,timeout,,,0.515,,,,,,,,,,,,,,,,,0.505,false,839789,839775.14,839276,839292,839292.14,839963.18,,,
stimulus,canvas.Screen,0_10_14_1,2022-07-13T16:52:30.209Z,,,,,2,1242.8199999999488,response,,0.515,0.515,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.515blue1yellowb%3D1w%3D100v%3D89.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.505blue1yellowb%3D1w%3D100v%3D89.png,,,,,,,,,true,j,keypress(j),0.505,0.505,false,841224,841206,839775.14,839963,839963.18,841225.94,,,
choice,canvas.Screen,0_10_14_2,2022-07-13T16:52:31.209Z,,,0.505,,2,999.4400000000605,timeout,,,0.515,,0.515,,,-1,,32,,,,,,,,,,0.505,false,842223,842208.22,841225.52,841226,841225.94,842225.38,208,,
ITI,canvas.Screen,0_10_14_3,2022-07-13T16:52:31.709Z,,2236,,,2,500.45999999996275,timeout,,,0.515,,,,,,,,,,,,,,,,,0.505,false,842724,842709.28,842208.22,842223,842225.38,842725.84,,,
trial,flow.Sequence,0_10_14,2022-07-13T16:52:31.710Z,,,,,2,3417.140000000014,completion,,,0.515,,,,,,,,,,,,,,,,,0.505,false,842724,842709.28,839276,839292,839292.14,842725.84,,,
fixation,canvas.Screen,0_10_15_0,2022-07-13T16:52:32.210Z,,,,,2,691.4000000000233,timeout,,,0.505,,,,,,,,,,,,,,,,,0.495,false,843224,843209.28,842709.28,842724,842725.84,843417.24,,,
stimulus,canvas.Screen,0_10_15_1,2022-07-13T16:52:33.267Z,,,,,2,846.7600000000093,response,,0.505,0.505,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.505blue1yellowb%3D1w%3D100v%3D69.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.495blue1yellowb%3D1w%3D100v%3D69.png,,,,,,,,,true,j,keypress(j),0.495,0.495,false,844281,844264,843209.28,843417,843417.24,844285.22,,,
choice,canvas.Screen,0_10_15_2,2022-07-13T16:52:34.276Z,,,0.495,,2,1007.2600000000093,timeout,,,0.505,,0.505,,,1,,33,,,,,,,,,,0.495,false,845290,845275.94,844284.88,844285,844285.22,845292.48,209,,
ITI,canvas.Screen,0_10_15_3,2022-07-13T16:52:34.775Z,,2953,,,2,500.0200000000186,timeout,,,0.505,,,,,,,,,,,,,,,,,0.495,false,845790,845775.24,845275.94,845290,845292.48,845792.5,,,
trial,flow.Sequence,0_10_15,2022-07-13T16:52:34.776Z,,,,,2,3049.4000000000233,completion,,,0.505,,,,,,,,,,,,,,,,,0.495,false,845790,845775.24,842709.28,842724,842725.84,845792.5,,,
fixation,canvas.Screen,0_10_16_0,2022-07-13T16:52:35.276Z,,,,,6,681.2199999999721,timeout,,,0.545,,,,,,,,,,,,,,,,,0.515,true,846290,846275.9,845775.24,845790,845792.5,846473.72,,,
stimulus,canvas.Screen,0_10_16_1,2022-07-13T16:52:36.111Z,,,,,6,634.2800000000279,response,,0.515,0.545,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.515blue1yellowb%3D1w%3D100v%3D48.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.545blue1yellowb%3D1w%3D100v%3D48.png,,,,,,,,,true,f,keypress(f),0.545,0.515,true,847125,847108,846275.9,846473,846473.72,847127.16,,,
choice,canvas.Screen,0_10_16_2,2022-07-13T16:52:37.110Z,,,0.515,,6,998.5999999999767,timeout,,,0.545,,0.545,,,-3,,30,,,,,,,,,,0.515,true,848124,848108.8,847126.82,847127,847127.16,848125.76,206,,
ITI,canvas.Screen,0_10_16_3,2022-07-13T16:52:37.609Z,,2908,,,6,499.5999999999767,timeout,,,0.545,,,,,,,,,,,,,,,,,0.515,true,848623,848608.08,848108.8,848124,848125.76,848625.36,,,
trial,flow.Sequence,0_10_16,2022-07-13T16:52:37.609Z,,,,,6,2815.579999999958,completion,,,0.545,,,,,,,,,,,,,,,,,0.515,true,848623,848608.08,845775.24,845790,845792.5,848625.36,,,
fixation,canvas.Screen,0_10_17_0,2022-07-13T16:52:38.110Z,,,,,4,681.5799999999581,timeout,,,0.51,,,,,,,,,,,,,,,,,0.49,false,849124,849109.2,848608.08,848623,848625.36,849306.94,,,
stimulus,canvas.Screen,0_10_17_1,2022-07-13T16:52:38.859Z,,,,,4,549.0600000000559,response,,0.51,0.51,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.51blue1yellowb%3D1w%3D100v%3D14.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.49blue1yellowb%3D1w%3D100v%3D14.png,,,,,,,,,true,j,keypress(j),0.49,0.49,false,849873,849856,849109.2,849307,849306.94,849875.1,,,
choice,canvas.Screen,0_10_17_2,2022-07-13T16:52:39.860Z,,,0.49,,4,999.640000000014,timeout,,,0.51,,0.51,,,2,,32,,,,,,,,,,0.49,false,850874,850859.16,849874.76,849875,849875.1,850874.74,208,,
ITI,canvas.Screen,0_10_17_3,2022-07-13T16:52:40.359Z,,2974,,,4,500.64000000001397,timeout,,,0.51,,,,,,,,,,,,,,,,,0.49,false,851374,851359.22,850859.16,850874,850874.74,851375.38,,,
trial,flow.Sequence,0_10_17,2022-07-13T16:52:40.360Z,,,,,4,2733.859999999986,completion,,,0.51,,,,,,,,,,,,,,,,,0.49,false,851374,851359.22,848608.08,848623,848625.36,851375.38,,,
fixation,canvas.Screen,0_10_18_0,2022-07-13T16:52:40.859Z,,,,,4,677.9399999999441,timeout,,,0.53,,,,,,,,,,,,,,,,,0.51,false,851873,851858.9,851359.22,851374,851375.38,852053.32,,,
stimulus,canvas.Screen,0_10_18_1,2022-07-13T16:52:43.091Z,,,,,4,2033.6800000000512,response,,0.53,0.53,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.53blue1yellowb%3D1w%3D100v%3D12.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.51blue1yellowb%3D1w%3D100v%3D12.png,,,,,,,,,true,f,keypress(f),0.51,0.51,false,854105,854087,851858.9,852053,852053.32,854106.76,,,
choice,canvas.Screen,0_10_18_2,2022-07-13T16:52:44.092Z,,,0.53,,4,1002.2800000000279,timeout,,,0.53,,0.51,,,-6,,26,,,,,,,,,,0.51,false,855106,855092.22,854106.38,854107,854106.76,855109.04,202,,
ITI,canvas.Screen,0_10_18_3,2022-07-13T16:52:44.591Z,,2504,,,4,499.69999999995343,timeout,,,0.53,,,,,,,,,,,,,,,,,0.51,false,855605,855591.48,855092.22,855106,855109.04,855608.74,,,
trial,flow.Sequence,0_10_18,2022-07-13T16:52:44.591Z,,,,,4,4216.099999999977,completion,,,0.53,,,,,,,,,,,,,,,,,0.51,false,855605,855591.48,851359.22,851374,851375.38,855608.74,,,
fixation,canvas.Screen,0_10_19_0,2022-07-13T16:52:45.093Z,,,,,2,675.4599999999627,timeout,,,0.515,,,,,,,,,,,,,,,,,0.505,false,856107,856092.5,855591.48,855605,855608.74,856284.2,,,
stimulus,canvas.Screen,0_10_19_1,2022-07-13T16:52:46.371Z,,,,,2,1082.8000000000466,response,,0.515,0.515,,,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.515blue1yellowb%3D1w%3D100v%3D70.png,https://raw.githubusercontent.com/carero2/loss-perception/main/png/0.505blue1yellowb%3D1w%3D100v%3D70.png,,,,,,,,,true,f,keypress(f),0.505,0.505,false,857385,857367,856092.5,856284,856284.2,857387.14,,,
choice,canvas.Screen,0_10_19_2,2022-07-13T16:52:47.375Z,,,0.515,,2,1005.1199999999953,timeout,,,0.515,,0.505,,,-3,,23,,,,,,,,,,0.505,false,858389,858374.98,857386.74,857387,857387.14,858392.26,199,,
ITI,canvas.Screen,0_10_19_3,2022-07-13T16:52:47.875Z,,2914,,,2,499.04000000003725,timeout,,,0.515,,,,,,,,,,,,,,,,,0.505,false,858889,858874.84,858374.98,858389,858392.26,858891.3,,,
trial,flow.Sequence,0_10_19,2022-07-13T16:52:47.875Z,,,,,2,3266.0999999999767,completion,,,0.515,,,,,,,,,,,,,,,,,0.505,false,858890,858874.84,855591.48,855605,855608.74,858891.3,,,
fixation,canvas.Screen,0_10_20_0,2022-07-13T16:52:48.376Z,,,,,4,693.7199999999721,timeout,,,0.49,,,,,,,,,,,,,,,,,0.47,false,859390,859375.74,858874.84,858890,858891.3,859585.02,,,
